"","SgAvWD","SgAvTG","SgTtRRadj","SgGDDadj","BrAvWD","BrAvTG","BrTtRRadj","BrGDDadj","QuAvWD","QuAvTG","QuTtRRadj","QuGDDadj","Year","Month","STAvWD","STAvTG","STTtRRadj","STGDDadj","STNSWD","STEWWD","Time"
"142",3.89142910521599,9.98873805048451,94.5380694507043,150.393987237131,3.70732924481726,9.66559355002359,92.7334695144612,140.277804249827,3.75312246265798,9.16752796145031,98.9748258424797,125.481447862256,"1991","10",10.8845605429355,8.54677419354839,121.6,109.95,-1.35468114790187,-1.8564949676082,11.7916666666667
"143",4.64415458515088,8.2929693832572,145.550436708943,100.646258111651,4.49845541379044,7.96322041829144,149.855379984139,91.0625051114123,4.45632762415142,7.42678914104599,163.10141760084,76.2710209848198,"1991","11",13.0930555559667,6.41,216.9,52.95,-2.77510575392871,-2.35656953501963,11.875
"144",4.74958545520528,8.44635704441721,89.2181183544487,104.230669398518,4.67834266811474,8.08999726743478,106.229885824713,94.108164555642,4.54913655965482,7.58208635260967,111.422095403028,80.5251791171736,"1991","12",13.0215053760323,6.50483870967742,74.9,57,-4.74508979689047,-3.1470951747401,11.9583333333333
"145",4.33374280219317,8.0797533827264,82.0099943709056,93.2003469534223,4.22326792513521,7.69579041114431,91.0491632785472,82.6490634457369,4.12801708328799,7.16819558357424,97.8517357476171,68.3714633660209,"1992","01",11.2432795695806,6.16451612903226,83,49.05,-4.12196340218795,-2.35072727044761,12.0416666666667
"146",4.62327732819375,7.37978951865619,111.303230199764,71.8013481687507,4.68395757328477,7.05771161922549,125.364019293497,62.5686899966475,4.4642145679662,6.47882692480909,129.882911739491,46.9140905639675,"1992","02",12.9295977017241,5.84137931034483,144.3,34.9,-5.47535703602178,-2.53562184049915,12.125
"147",3.90123580127994,6.88262087610202,100.039028093582,60.7737655574932,3.71030905332844,6.42934457441301,96.4683864534599,49.1927286718364,3.79414251416745,6.00313429941828,114.865565026039,39.0393473496013,"1992","03",11.5875409072581,5.47096774193548,159.6,34.9,-1.13738593345515,-2.27031730273867,12.2083333333333
"148",3.5249769913829,7.8025117149446,66.1501544141203,84.7405477422136,3.50248237887822,7.45147316811063,61.5053397476901,74.3772892754579,3.45863780738858,6.95609803063903,62.7163187679136,60.7263523221762,"1992","04",10.6083333331,6.99666666666667,92.1,63.9,-1.41555483730947,-0.938495968354738,12.2916666666667
"149",2.85681304370506,10.6343447397502,42.6029066357817,173.271683318448,2.96046347129886,10.32664732971,35.3337515971724,164.370981514667,2.91311356878395,9.89887887771755,39.8649562531958,152.417496741314,"1992","05",9.13575268854839,10.6274193548387,51.4,177.15,-1.0157070852974,-0.737640413063587,12.375
"150",2.50763207151431,12.3448817512803,30.9428906084472,222.846428784848,2.55366482089339,12.0490651497835,21.1307741783977,213.654328538013,2.60380275731885,11.6757756189245,27.5146685666325,201.64758197811,"1992","06",8.40138888893333,12.695,34.3,230.85,-0.2511118587168,-1.21454005170442,12.4583333333333
"151",3.20764484945747,12.3594089504498,86.0308195149267,228.129603946232,3.59110626144475,12.2165530815886,87.1310931621748,222.884910342753,3.33666531893238,11.6812195780016,85.4063131810756,208.131781877134,"1992","07",10.7782258071935,12.7532258064516,116.2,240.35,-2.97668742017838,-0.65946716542902,12.5416666666667
